Helyiség;Kategória;Szint;Termék;Bolt;Hol kapható;Anyag / szín;Méret;Ár (Ft);Ármegjegyzés;Javasolt db;Összesen (Ft);Link;Miért illik;Mire figyelj;Ellenőrzés módja;Ellenőrizve;Link állapot;Pénznem;Eredeti ár;Eredeti részösszeg;Készlet / feltétel;Forintos költségútban;Ajánlás feltétele;Beköltözési prioritás;Prioritás indoka;Prioritás feltétele;Költségkizárás indoka
02-konyha;Kerámia tárolóedény;ajánlott;BRUGDHAJ Fedeles tároló, bézs, 1 l;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);kőedény (kerámia), színezett mázzal, parafa tető;Ø 13 cm, magasság 12 cm, 1 l;4490;/db;3;13470;https://www.ikea.com/hu/hu/p/brugdhaj-fedeles-tarolo-bezs-30596169/;Matt kerámia bézs tónusban, parafa tetővel – az irányelv matt, természetes felület elvének megfelelő tárolóedény lisztnek, kávénak, tésztának.;A parafa tető csak nedves ruhával törölhető, mosogatógépbe nem kerülhet.;termékoldal;2026-09-20;200;HUF;4490;13470;;igen;;Prio 2;A működő konyha és egy étkezőhely mellett fél évig nélkülözhető kiegészítő.;;
02-konyha;Konyhai csaptelep (szálcsiszolt sárgaréz);ajánlott;Deante Olfato konyhai csaptelep kihúzható kifolyóval, szálcsiszolt arany;SzaniterOnline.hu;"online rendelés (rendelhető, 15–25 munkanap; beszállítónál >10 db)";szálcsiszolt arany (Deante BQO_R72M);"magasság 451 mm, kinyúlás 237 mm; forgatható magas kifolyó, kihúzható 2 funkciós fej, 25 mm kerámiabetét";63090;Ugyanez a Csapkirálynál 69 900 Ft. 7 év garancia.;1;63090;https://www.szaniteronline.hu/DE-BQOR72M-Deante-Olfato-konyhai-csaptelep-kihuzha;Ismert márka, 7 év garancia, magas forgatható kifolyó kihúzható zuhanyfejjel – a szálcsiszolt arany felület a ház egységes sárgaréz fémvilágát viszi tovább a fa frontos, kőpultos konyhában.;"Csak akkor kell, ha a konyhai csaptelep még nincs megvéve – tulajdonossal egyeztetni; a tónust a kilincsekhez mintával összenézni. Hosszú (3–5 hét) szállítási idő.";termékoldal;2026-09-20;200;HUF;63090;63090;;igen;;Prio 1;A konyhai mosogató használatához működő csaptelep szükséges.;Csak ha nincs már meg és nem része a konyharendelésnek.;
02-konyha;Konyhai csaptelep (szálcsiszolt sárgaréz);olcsóbb;Rea Fresh álló konyhai csaptelep kihúzható zuhanyfejjel, szálcsiszolt arany REA-B9148;SzaniterOnline.hu;online rendelés (rendelhető, 10–15 munkanap);"szálcsiszolt arany; sárgaréz test";"magasság 395 mm, kinyúlás 200 mm; kihúzható fej szórt/koncentrált sugárral, kerámiabetét";28590;5 év garancia;1;28590;https://www.szaniteronline.hu/RE-REAB9148-Rea-Fresh-allo-konyhai-csaptelep-kihuz;Fele áron is sárgaréz testű, szálcsiszolt arany, kihúzható fejes csaptelep – megfizethető módja, hogy a konyhai fém is igazodjon a kilincsekhez.;"Csak akkor kell, ha a konyhai csaptelep még nincs megvéve – tulajdonossal egyeztetni; a tónust a kilincsekhez mintával összenézni. Budget márka: a PVD-felület tartóssága elmarad a Deante/Grohe szinttől.";termékoldal;2026-09-20;200;HUF;28590;28590;;igen;;Prio 1;A konyhai mosogató használatához működő csaptelep szükséges.;Csak ha nincs már meg és nem része a konyharendelésnek.;
02-konyha;Konyhai csaptelep (szálcsiszolt sárgaréz);olcsóbb;SALLSJÖN Konyhai keverőcsap, sárgaréz;IKEA;online + áruház (Budaörs, Örs vezér tere, Soroksár);sárgaréz színű PVD bevonat, a termékfotón szálcsiszolt jellegű, matt felület (cink test, rozsdamentes acél kifolyó belül);"magasság 358 mm; 120°/360°-ban forgatható magas kifolyó, kerámiabetét, víztakarékos perlátor";24990;"új alacsonyabb ár, előző ár 29 990 Ft; 10 év garancia";1;24990;https://www.ikea.com/hu/hu/p/sallsjoen-konyhai-keverocsap-sargarez-90604557/;Áruházban megnézhető, 10 év garanciás, kemény PVD bevonatú sárgaréz színű csap egyszerű, magas ívvel – a BAGGANÄS sárgaréz fogantyúkkal azonos IKEA-tónus.;"Csak akkor kell, ha a konyhai csaptelep még nincs megvéve – tulajdonossal egyeztetni; a tónust a kilincsekhez mintával összenézni. Nincs kihúzható zuhanyfej; a leírás csak „sárgaréz”-nek nevezi, de a fotón szálcsiszolt – a tónust áruházban a kilincshez nézni.";termékoldal;2026-09-20;200;HUF;24990;24990;;igen;;Prio 1;A konyhai mosogató használatához működő csaptelep szükséges.;Csak ha nincs már meg és nem része a konyharendelésnek.;
02-konyha;Konyhai csaptelep (szálcsiszolt sárgaréz);prémium;Grohe Minta konyhai csaptelep, elfordítható kifolyóval és kihúzható fejjel, szálcsiszolt világos arany;SzaniterOnline.hu;online rendelés (rendelhető, 10–15 munkanap);szálcsiszolt világos arany (Grohe Brushed Cool Sunrise, 31558GN0);"magasság 328 mm, kinyúlás 223 mm, kifolyómagasság 292 mm; kihúzható fej, 46 mm kerámiabetét";129290;5 év garancia;1;129290;https://www.szaniteronline.hu/FGR-31558GN0-Grohe-Minta-konyhai-csaptelep-elfordi;"Grohe PVD „Brushed Cool Sunrise” felület – a legtartósabb, legszebb szálcsiszolt arany, kihúzható fejjel; hosszú távra szóló minőségi lépcső.";"Csak akkor kell, ha a konyhai csaptelep még nincs megvéve – tulajdonossal egyeztetni; a tónust a kilincsekhez mintával összenézni. A Cool Sunrise világosabb, hűvösebb arany, mint sok sárgaréz kilincs – mindenképp mintával összenézni. Drága.";termékoldal;2026-09-20;200;HUF;129290;129290;;igen;;Prio 1;A konyhai mosogató használatához működő csaptelep szükséges.;Csak ha nincs már meg és nem része a konyharendelésnek.;
02-konyha;Konyhai futószőnyeg;ajánlott;MORUM Szőnyeg, síkszövött, bel/kültéri, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);100% polipropilén, bézs;80x200 cm;7990;/db;1;7990;https://www.ikea.com/hu/hu/p/morum-szonyeg-sikszoevoett-bel-kuelteri-bezs-80624160/;Kézzel mosható, kültéri használatra is jóváhagyott PP anyag – a kisbabás háztartás „letörölhető padlótextil” szűrőjének megfelelő, natúr bézs tónusban.;"Kézi mosás max. 40°C-on; hidegburkolaton csúszásgátló alátét ajánlott.";termékoldal;2026-09-20;200;HUF;7990;7990;;igen;;Prio 2;A működő konyha és egy étkezőhely mellett fél évig nélkülözhető kiegészítő.;;
02-konyha;Konyharuha;figyelőlista;Rojtos lenkeverék konyharuha, bézs;H&M Home;"online, házhozszállítás; készlet a megadott állapot szerint";"55% len, 45% pamut; egyszínű bézs";45 × 60 cm;3495;/db;2;6990;https://www2.hm.com/hu_hu/productpage.1290476001.html;A korábban hiányzó semleges lenkeverék konyhai textilhez illik.;Jelenleg nem alapozható rá azonnali rendelés.;"ár és készlet élő termékoldalról; összetétel hivatalos webes termékadatból";2026-09-20;;HUF;3495;6990;"Nincs készleten; összesítőből kizárva.";nem;;Prio 1;"Alap konyhai textil kell; a készlethiányos konkrét lenkeverék változatra nem kell várni.";;
02-konyha;Konyharuha;figyelőlista;2 db lenkeverék konyharuha, olívazöld/bézs csíkos;H&M Home;"online, házhozszállítás; készlet a megadott állapot szerint";"90% pamut, 10% len; olívazöld/bézs csíkos";"45 × 60 cm/db; 2 db/csomag";3495;"/2 db-os csomag; a darabszám csomagot jelent";1;3495;https://www2.hm.com/hu_hu/productpage.1307735008.html;"Visszafogott zöld akcentus a konyhában; egy csomag két konyharuhát tartalmaz.";A lenkeverék megnevezés itt csak 10% lent jelent.;"ár és készlet élő termékoldalról; összetétel hivatalos webes termékadatból";2026-09-20;;HUF;3495;3495;"Nincs készleten; összesítőből kizárva.";nem;;Prio 1;"Alap konyhai textil kell; a készlethiányos konkrét lenkeverék változatra nem kell várni.";;
02-konyha;Vágódeszka;ajánlott;SMÅÄTA Vágódeszka, akác;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);tömör akácfa, olajozott;72x28 cm, 16 mm vastag;9990;/db;1;9990;https://www.ikea.com/hu/hu/p/smaaeta-vagodeszka-akac-80320347/;Tömör, olajozott akácfa – meleg fatónus, jól passzol a tölgy alaptónushoz kiegészítő elemként, nagy mérete miatt tálalásra is jó.;;termékoldal;2026-09-20;200;HUF;9990;9990;;igen;;Prio 1;Az alap ételkészítéshez kell, ha nincs áthozható darab.;;
03-etkezo;Asztali futó;ajánlott;SVARTSENAP Asztali futó, natúr;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);100% pamut, fonálfestett, natúr;35x130 cm;1290;akciós, eredeti 1 690 Ft;1;1290;https://www.ikea.com/hu/hu/p/svartsenap-asztali-futo-natur-40533063/;Natúr pamut – a textil-fejezet elfogadott alapanyaga –, egyszerű módja a fa asztal felmelegítésének, mosógépben mosható.;Nem len, hanem pamut (mindkettő megengedett anyag az irányelv szerint).;termékoldal;2026-09-20;200;HUF;1290;1290;;igen;;Prio 2;Asztal és napi ülőhelyek mellett kényelmi/dekorációs fejlesztés, későbbre ütemezhető.;;
03-etkezo;Etetőszék (baba);ajánlott;Hauck Alpha+ fa etetőszék, natúr;Babakocsikháza;online (babakocsikhaza.hu), házhozszállítás 3-5 nap;fa, natúr;állítható ülés- és lábtartómagasság;47500;"/db (alapváltozat; extra huzat +13 300 Ft, tálca +25 900 Ft)";1;47500;https://www.babakocsikhaza.hu/eshop/hauck-alpha-fa-etetoszek-9120.php;Fa etetőszék natúr színben, állítható ülés- és lábtartómagassággal, 90 kg-ig – jó ár-érték arány, illik a fa étkezőasztalhoz.;A pontos fatónus (natúr) a joiner/asztal tölgy árnyalatától eltérhet – érdemes mintát kérni.;termékoldal;2026-09-20;200;HUF;47500;47500;;igen;;Prio 1;Ha már használjátok, a baba napi étkezési helye az induló berendezéshez tartozik.;"Akkor P1, ha beköltözéskor már szükséges; a gyermek használati igényéhez illő kivitel és tartozékok alapján.";
03-etkezo;Etetőszék (baba);olcsóbb;ANTILOP Etetőszék tálcával, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);polipropilén ülés/tálca, fehér epoxi bevonatú acél láb;-;9490;/db;1;9490;https://www.ikea.com/hu/hu/p/antilop-etetoszek-talcaval-feher-feher-s79597515/;A legolcsóbb, könnyen tisztítható etetőszék – gyors, praktikus megoldás, ha nem a fa megjelenés a fő szempont.;Fehér műanyag, nem fa – stilisztikailag nem illik a fa-domináns térhez, inkább praktikus, átmeneti megoldásként érdemes nézni.;termékoldal;2026-09-20;200;HUF;9490;9490;;igen;;Prio 1;Ha már használjátok, a baba napi étkezési helye az induló berendezéshez tartozik.;"Akkor P1, ha beköltözéskor már szükséges; a gyermek használati igényéhez illő kivitel és tartozékok alapján.";
03-etkezo;Etetőszék (baba);prémium;Stokke Tripp Trapp etetőszék, Oak Natural;bababoo.hu;online (bababoo.hu), házhozszállítás;tölgyfa, natúr;-;107900;akciós, eredeti 120 990 Ft;1;107900;https://www.bababoo.hu/termekek/stokke_495201/Stokke_Tripp_Trapp_etetőszék-Oak_Natural.html;Valódi tölgyfa (a briefben kifejezetten javasolt márka/modell), a gyerekkel együtt „növő” szék, kültalán a legjobban illik a tölgy alaptónushoz.;A készletinformáció a fetch idején nem volt egyértelműen látható az oldalon – érdemes rendelés előtt megerősíteni.;termékoldal;2026-09-20;200;HUF;107900;107900;;igen;;Prio 1;Ha már használjátok, a baba napi étkezési helye az induló berendezéshez tartozik.;"Akkor P1, ha beköltözéskor már szükséges; a gyermek használati igényéhez illő kivitel és tartozékok alapján.";
03-etkezo;Tálalószekrény;ajánlott;TONSTAD Tálalószekrény, tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);tölgy furnér, natúr;120,6x47,2x89,9 cm;139900;;1;139900;https://www.ikea.com/hu/hu/p/tonstad-talaloszekreny-toelgy-furner-20489297/;Zárt ajtós, lábon álló, világos tölgy tálaló – megfelel a 70/30 zárt/nyitott tárolási aránynak és a „látszó láb” formaelvnek, jó helykihasználás, ha a 10,93 m²-es étkező engedi.;Csak akkor illesszd be, ha a bútorozási terv szerint marad hely rá az asztal és a fő közlekedő 90 cm-es sávja mellett.;termékoldal;2026-09-20;200;HUF;139900;139900;;igen;;Prio 2;Asztal és napi ülőhelyek mellett kényelmi/dekorációs fejlesztés, későbbre ütemezhető.;;
03-etkezo;Váza;ajánlott;PÄRLHÄGG Váza, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);kőedény (kerámia), színezett zománc, bézs;Ø 15 cm, magasság 22 cm;4990;/db;1;4990;https://www.ikea.com/hu/hu/p/paerlhaegg-vaza-bezs-80623405/;Matt kerámia, bézs tónus – jó méret egy eukaliptusz ágnak az asztal közepén, illik a mészkő/homokkő hatású palettához.;;termékoldal;2026-09-20;200;HUF;4990;4990;;igen;;Prio 2;Asztal és napi ülőhelyek mellett kényelmi/dekorációs fejlesztés, későbbre ütemezhető.;;
03-etkezo;Étkezőasztal;ajánlott;TONSTAD Meghosszabbítható asztal, tölgy furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);szálcsiszolt tölgy furnér, natúr;140/196x85x75 cm;109900;;1;109900;https://www.ikea.com/hu/hu/p/tonstad-meghosszabbithato-asztal-toelgy-furner-40593882/;"Kedvező árú, valódi tölgyfurnéros viszonyítási alap; a gyártó szerint 140 cm-en 4, 196 cm-re nyitva 6 személyes.";Feltételes ajánlás: ha hat hely kell alapméretben is, ez a változat nem teljesíti. A kiválasztott székek lábtere, az elrendezés és a címre szállítás még ellenőrizendő.;termékoldal;2026-09-20;200;HUF;109900;109900;A készlet/címre szállítás nem jelent meg az elért webes kivonatban.;igen;Csak ha a hat férőhelyhez elfogadható a 196 cm-re nyitás, és a konkrét székekkel is megfelelő.;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;
03-etkezo;Étkezőasztal;alternatíva;TONSTAD Asztal, tölgy furnér, 200x85 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);szálcsiszolt tölgy furnér, natúr;200x85x75 cm;119900;;1;119900;https://www.ikea.com/hu/hu/p/tonstad-asztal-toelgy-furner-80593880/;"Nagyobb fix, valódi tölgyfurnéros változat; a nagyobb méret önmagában nem jelent prémium minőséget.";"Nem bővíthető; 200 cm hosszan ellenőrizni kell a 90-100 cm-es fal-/bútortávolságot az étkezőben.";termékoldal;2026-09-20;200;HUF;119900;119900;;igen;;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;
03-etkezo;Étkezőasztal;alternatíva;Robi fix ovális asztal, 180×90 cm;Bútor Mirek;"butormirek.hu; magyarországi házhozszállítás";"tömbösített vadtölgy lap és szerkezet; natúr, olajozott";"180×90×75 cm; 20 mm lap";206099;Szállítás külön tisztázandó: termékoldal szerint 200 000 Ft felett ingyenes, szállítási oldal szerint 12 900 Ft.;1;206099;https://www.butormirek.hu/etkezoasztalok/3393-dubovy-ovalny-jedalensky-stol-180x90-cm-prirodny-olejovany-povrch.html;Kedvezőbb árú tömörfa irány, ovális lappal és fa lábakkal. Fix hatfős összeállításhoz továbbvizsgálandó.;"A hat konkrét szék kényelme és a lábköz nincs igazolva. Nem bővíthető; olajozott felületet ápolni kell. A konyha famintájával összevetendő.";"Megnyitott kereskedői termékoldal; lap/szerkezet a paramétereknél tömbösített. Webes kivonat, nem élő készletfoglalás.";2026-09-20;;HUF;206099;206099;"Termékoldal: kevesebb mint 5 db, 1–2 hét; más ajánlóblokk későbbi dátumot mutatott. Címre és rendelésre megerősítendő.";igen;;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;
03-etkezo;Étkezőasztal;alternatíva;Allegro 160 XL bővíthető tölgyasztal;Bútor Mirek;"butormirek.hu; magyarországi házhozszállítás";"tömör vadtölgy, natúr; cím és paraméter szerint matt lakk";"160/210×90×76 cm; 25 mm lap";245701;A toldólap csomagtartalma és a szállítás díja megerősítendő.;1;245701;https://www.butormirek.hu/etkezoasztalok/2492-kihuzhato-tolgyfa-etkezoasztal-160-210-cm-matt-lakk-natur.html;"Bővíthető, fa lábú tömörfa irány; a matt lakkozás érdekes alternatíva az olajozott felületek mellett.";A toldórészt külön kell tárolni. Lábköz és a hat szék zárt/nyitott állapotú helye ellenőrizendő. A leírás olajat is említ, ezért a pontos felületkezelés tisztázandó.;"Megnyitott hivatalos kereskedői termékoldal; a termékoldali ár 245 701 Ft, az ajánlóblokk eltérő kerekítése helyett.";2026-09-20;;HUF;245701;245701;"Oldal szerint kevesebb mint 5 db, 1–2 hét. A 200 000 Ft feletti ingyenes szállítás és a 12 900 Ft-os szállítási táblázat eltér; címre ellenőrizendő.";igen;;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;
03-etkezo;Étkezőasztal;alternatíva;Rowico Filippa 180×90, natúr olajozott tölgy;Bonami (Rowico);"bonami.hu, ID 790970; URL régi neve: Mimi";"hossztoldott tömör tölgy, olajozott; gyártói natúr változat: 113720";"180×90×74 cm; külön vendéglapokkal legfeljebb 280 cm; 20 mm lap";320720;"Vendéglap nélkül; szállítás 13 990 Ft-tól.";1;320720;https://www.bonami.hu/p/mimi-natur-tolgyfa-etkezoasztal-180-x-90-cm-rowico;"Független gyártói alternatíva, dokumentált lábközzel: 160/69 cm; hat székhez érdemes próbálni 2+2+1+1 elrendezésben.";Asztal alatti szabad magasság 65 cm. Olajozás használat előtt és évente 2–3-szor. A vendéglap külön vásárlás. A Bonami-változat és a gyártói cikkszám egyezése, üléspróba és faminta ellenőrizendő.;"Bonami termékoldal + Rowico gyártói adatok: https://rowicohome.com/pl/furniture/tables/dining-tables/filippa-dining-table-oak-113720 ; a lengyel gyártói szállítás nem magyar szállítási ígéret.";2026-09-20;;HUF;320720;320720;"Bonami: 3 db azonnal szállítható, kézbesítés szeptember 23-tól; Pilisjászfalu címére nincs megerősítés.";igen;;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;
03-etkezo;Étkezőasztal;figyelőlista;TONSTAD Asztal, tölgy furnér, 150x80 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);szálcsiszolt tölgy furnér, natúr;150x80x75 cm;94990;;1;94990;https://www.ikea.com/hu/hu/p/tonstad-asztal-toelgy-furner-00593879/;"Kisebb méretű referencia; a hat kényelmes helyre vonatkozó feltételt még nem teljesíti igazoltan.";Nem bővíthető. A kisebb ár nem írja felül a hatfős használhatóságot.;termékoldal;2026-09-20;200;HUF;94990;94990;;nem;;Prio 1;Egy használható közös étkezési felület az induló berendezés része.;;"A fix 150×80-as asztal hat kényelmes székhelye nem igazolt; nem számolható megfelelő olcsó hatfős alternatívaként."
03-etkezo;Étkezőszék;ajánlott;ISLEV étkezőszék, natúr tölgy/natúr;JYSK;"online, házhozszállítás; készlet a megadott állapot szerint";"tömör tölgy váz és láb; tölgy- és nyárfurnéros háttámla; papírfonat ülés; áttetsző lakk";"48 × 46 × 80 cm; ülésmagasság 46 cm";38500;"/db; akciós, normál 49 900 Ft; feltüntetett akció vége: 2026-10-13";6;231000;https://jysk.hu/etkezo/etkezoszekek/etkezoszek-islev-natur-tolgy-natur;"Hat darab 231 000 Ft; a korábbi STOCKHOLM-csomagnál 188 940 Ft-tal olcsóbb. Természetes fa és fonat illeszkedik a stílushoz.";"Üléspróba és stabilitásellenőrzés szükséges. A 27 nemzetközi értékelésben (4,1/5) kényelmi és stabilitási/repedési panasz is szerepel; ezek nem független tesztek. 110 kg terhelhetőség.";"élő termékoldal; ár, anyag, méret, rendelhetőség és értékelések";2026-09-20;;HUF;38500;231000;"Kiszállítással rendelhető, 2 db többszörösében; Click & Collect nem elérhető.";igen;próba után;Prio 1;"A beköltözők napi ülőhelye kell; a hatdarabos végső készlet teljes megvásárlása nem feltétel.";"Az induló darabszám a beköltözőké; a listázott 6 db végső célmennyiség.";
